week_id,ad_id,requester,region,recommendation_type,rec_provider
2022-week_06,AD09KNJ9WC,LocalVox Media,IN,Yield,RuleBasedY
2022-week_06,AD087H8QDC,iDreamsky Technology,IN,Qality,UserPopQ
2022-week_06,AD07DPMLGF,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD098PTMTT,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD00VZ86ZE,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD07KY8K8Y,Search Million Culture,IN,Qality,ManualQ
2022-week_06,AD09NYDP78,MoJoe Brewing Company,IN,Yield,RuleBasedY
2022-week_06,AD07X8XLQJ,MoJoe Brewing Company,IN,Yield,UserPopY
2022-week_06,AD08WXGJRS,Puentes Company,IN,Yield,UserPopY
2022-week_06,AD078ZZNJF,Puentes Company,IN,Qality,UserPopQ
2022-week_06,AD098Q88G8,MoJoe Brewing Company,IN,Yield,RuleBasedY
2022-week_06,AD08S6XQFD,Puentes Company,IN,Yield,UserPopY
2022-week_06,AD078NJ9N8,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD077NDLZY,Puentes Company,IN,Yield,UserPopY
2022-week_06,AD00YJJ7YG,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD08C6G66S,"OpenDesks, Inc.",IN,Yield,UserPopY
2022-week_06,AD08C6G66S,"OpenDesks, Inc.",IN,Yield,UserPopY
2022-week_06,AD07WSDHF8,MoJoe Brewing Company,IN,Yield,UserPopY
2022-week_06,AD009DD8TJ,Search Million Culture,IN,Qality,ManualQ
2022-week_06,AD009DD8TJ,Search Million Culture,IN,Qality,ManualQ
2022-week_06,AD08RHTPDR,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD08LDQP9Y,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD078S8P8J,Puentes Company,IN,Yield,UserPopY
2022-week_06,AD07JFXSKY,Puentes Company,IN,Yield,RuleBasedY
2022-week_06,AD08HRZ8MX,Puentes Company,IN,Yield,UserPopY
2022-week_06,AD07LTY86Z,Puentes Company,IN,Yield,UserPopY
2022-week_06,AD088L7H7K,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD09P6MK7S,Search Million Culture,IN,Yield,RuleBasedY
2022-week_06,AD0888ZLWS,iDreamsky Technology,IN,Qality,UserPopQ
2022-week_06,AD09HCFX6F,Search Million Culture,IN,Yield,RuleBasedY
2022-week_06,AD07TTX8VJ,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD07W6VWZ8,MoJoe Brewing Company,IN,Yield,ManualQ
2022-week_06,AD00EC87UW,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD09PNM89Y,Puentes Company,IN,Yield,RuleBasedY
2022-week_06,AD08HSM8P7,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD09MT6XSF,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD097ZKMQZ,Puentes Company,IN,Yield,UserPopY
2022-week_06,AD078HRR8X,Puentes Company,IN,Yield,ManualQ
2022-week_06,AD09J8PKVC,Search Million Culture,IN,Yield,RuleBasedY
2022-week_06,AD08T9988D,MoJoe Brewing Company,IN,Yield,RuleBasedY
2022-week_06,AD08GJPDQN,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD09MY8W78,MoJoe Brewing Company,IN,Yield,UserPopY
2022-week_06,AD089MYSWJ,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD088QK7Y8,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD09PQTGR6,Puentes Company,IN,Yield,RuleBasedY
2022-week_06,AD078R8SQX,Puentes Company,IN,Qality,UserPopQ
2022-week_06,AD07MXJXL9,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD097ZWD8W,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD078FH7DV,Search Million Culture,IN,Qality,ManualQ
2022-week_06,AD09C68LFL,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD08DPLCM6,Bizanga,IN,Yield,UserPopY
2022-week_06,AD09RQWLJ6,Search Million Culture,IN,Yield,RuleBasedY
2022-week_06,AD08888808,Search Million Culture,IN,Qality,UserPopQ
2022-week_06,AD08888808,Puentes Company,IN,Qality,UserPopQ
2022-week_06,AD08HSMCQL,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD08ZKX688,RelayFoods,IN,Qality,UserPopQ
2022-week_06,AD09KH8RX8,Puentes Company,IN,Yield,RuleBasedY
2022-week_06,AD07RXKW7M,RelayFoods,IN,Qality,UserPopQ
