week_id,ad_id,requester,region,recommendation_type,rec_provider
2021-week_48,AD08QMKZK6,Search Million Culture,DE,Qality,UserPopQ
2021-week_48,AD008G8MIT,Search Million Culture,DE,Qality,DNNQ
2021-week_48,AD08SWXT8C,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD07Y8VHC8,MoJoe Brewing Company,DE,Yield,UserPopY
2021-week_48,AD07N8C8N8,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD08WLSR88,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD07F8XM88,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD0789NK8P,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD089MF6RQ,RelayFoods,DE,Qality,UserPopQ
2021-week_48,AD098PH888,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD098PH888,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD098PH888,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD098PH888,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD098PH888,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD096WZ9DJ,Search Million Culture,DE,Qality,DNNQ
2021-week_48,AD076JK8LZ,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD08C8N8PK,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD08M8G0LN,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD09N6MFMT,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD087WR8S6,MoJoe Brewing Company,DE,Yield,UserPopY
2021-week_48,AD07DV9DMY,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD0888988X,RelayFoods,DE,Qality,UserPopQ
2021-week_48,AD08WD8FCR,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD078JC88F,RelayFoods,DE,Qality,UserPopQ
2021-week_48,AD08F7MLJN,Search Million Culture,DE,Qality,DNNQ
2021-week_48,AD07X88PWT,Crescendo Networks,DE,Yield,DNNY
2021-week_48,AD07FX88ZN,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD0088DILR,Search Million Culture,DE,Qality,DNNQ
2021-week_48,AD07886PT6,LocalVox Media,DE,Yield,DNNY
2021-week_48,AD07XPW88Y,Search Million Culture,DE,Qality,UserPopQ
2021-week_48,AD078FYKHF,RelayFoods,DE,Qality,UserPopQ
2021-week_48,AD008GN0CP,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD0968ZX7M,Fry Multimedia,DE,Qality,DNNQ
2021-week_48,AD07MKCQQD,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD07Z8XQ88,RelayFoods,DE,Qality,UserPopQ
2021-week_48,AD08K8Q8NL,MoJoe Brewing Company,DE,Yield,DNNY
2021-week_48,AD088SQWZ8,RelayFoods,DE,Qality,UserPopQ
2021-week_48,AD07Q8ZXW6,Search Million Culture,DE,Qality,UserPopQ
2021-week_48,AD08TRMG8H,iDreamsky Technology,DE,Qality,UserPopQ
2021-week_48,AD0088CU88,Search Million Culture,DE,Qality,UserPopQ
2021-week_48,AD098J8PLZ,RelayFoods,DE,Qality,UserPopQ
2021-week_48,AD077GWMLZ,iDreamsky Technology,DE,Qality,DNNQ
2021-week_48,AD008CYEUZ,VarVee,DE,Yield,ManualQ
2021-week_48,AD006PGG88,RelayFoods,DE,Qality,DNNQ
2021-week_48,AD09GKR9SH,Search Million Culture,DE,Qality,DNNQ
2021-week_48,AD078ZC889,RelayFoods,DE,Qality,DNNQ
