week_id,ad_id,requester,region,recommendation_type,rec_provider
2021-week_36,AD07XG8CYC,Puentes Company,IN,Yield,UserPopY
2021-week_36,AD07RJR8XT,Search Million Culture,IN,Qality,UserPopQ
2021-week_36,AD08HGN96G,RelayFoods,IN,Qality,UserPopQ
2021-week_36,AD07MX86G8,Search Million Culture,IN,Qality,UserPopQ
2021-week_36,AD07QNQVF8,Puentes Company,IN,Yield,UserPopY
2021-week_36,AD07688TH7,Puentes Company,IN,Yield,UserPopY
2021-week_36,AD000FI8ER,Search Million Culture,IN,Qality,ManualQ
2021-week_36,AD000FI8ER,Search Million Culture,IN,Qality,ManualQ
2021-week_36,AD000FI8ER,Search Million Culture,IN,Qality,ManualQ
2021-week_36,AD078ZJTSJ,Search Million Culture,IN,Qality,UserPopQ
2021-week_36,AD098K88XP,Puentes Company,IN,Yield,UserPopY
2021-week_36,AD08WLVPMG,MoJoe Brewing Company,IN,Yield,UserPopY
2021-week_36,AD08DZXGSZ,MoJoe Brewing Company,IN,Yield,UserPopY
2021-week_36,AD0788FKF7,Search Million Culture,IN,Qality,UserPopQ
2021-week_36,AD08X8SPXC,Search Million Culture,IN,Qality,UserPopQ
2021-week_36,AD08T6MWKL,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_36,AD08HS7JT8,Search Million Culture,IN,Qality,UserPopQ
2021-week_36,AD08RX9868,Search Million Culture,IN,Qality,UserPopQ
2021-week_36,AD00JGUDR7,Puentes Company,IN,Yield,RuleBasedY
2021-week_36,AD08WLZ8W6,RelayFoods,IN,Qality,UserPopQ
2021-week_36,AD088XHJG8,Search Million Culture,IN,Qality,UserPopQ
2021-week_36,AD06WWHHRH,Puentes Company,IN,Yield,UserPopY
2021-week_36,AD08W8JJH8,Search Million Culture,IN,Qality,UserPopQ
2021-week_36,AD0998SJLL,Crescendo Networks,IN,Yield,RuleBasedY
2021-week_36,AD08M6888T,Puentes Company,IN,Yield,UserPopY
2021-week_36,AD07PD8DW8,Puentes Company,IN,Yield,ManualY
2021-week_36,AD097RDPT8,Puentes Company,IN,Yield,UserPopY
2021-week_36,AD0888Y8YL,Search Million Culture,IN,Qality,UserPopQ
