week_id,ad_id,requester,region,recommendation_type,rec_provider
2022-week_01,AD00AGTNAQ,MoJoe Brewing Company,US,Yield,DNNY
2022-week_01,AD07G88DJG,RelayFoods,US,Qality,DNNQ
2022-week_01,AD08YJYJXJ,Extreme DA,US,Yield,RNNY
2022-week_01,AD077C8878,MoJoe Brewing Company,US,Yield,DNNY
2022-week_01,AD088XYLIM,Fancy,US,Qality,DNNQ
2022-week_01,AD08VHJ9V8,Extreme DA,US,Yield,BooksY
2022-week_01,AD09MH8Z89,Extreme DA,US,Yield,XGBY
2022-week_01,AD00LIUITI,Extreme DA,US,Yield,RNNY
2022-week_01,AD07JJZRVJ,Extreme DA,US,Yield,RuleBasedY
2022-week_01,AD07TYH7ZF,Extreme DA,US,Yield,DNNY
2022-week_01,AD00008SD8,RelayFoods,US,Qality,RNNQ
2022-week_01,AD098S86X7,Extreme DA,US,Yield,RuleBasedY
2022-week_01,AD07W8G8X9,Extreme DA,US,Yield,RNNY
2022-week_01,AD0888N87J,Fancy,US,Qality,RNNQ
2022-week_01,AD08K8G8K8,Extreme DA,US,Yield,DNNY
2022-week_01,AD078XLV9Y,Extreme DA,US,Yield,RuleBasedY
2022-week_01,AD08989088,Extreme DA,US,Yield,BooksY
2022-week_01,AD08EIZSDW,Search Million Culture,US,Qality,DNNQ
2022-week_01,AD008J8OC7,Extreme DA,US,Yield,RNNY
2022-week_01,AD088S7SMH,Fancy,US,Qality,RNNQ
2022-week_01,AD008G7RDR,Fancy,US,Qality,DNNQ
2022-week_01,AD097MSX6Y,Extreme DA,US,Yield,RuleBasedY
2022-week_01,AD09JK9Q9L,Extreme DA,US,Yield,DNNY
2022-week_01,AD08LQ8NSG,Extreme DA,US,Yield,RNNY
2022-week_01,AD08TCJG7T,Extreme DA,US,Yield,RNNY
2022-week_01,AD08MFX8KL,Extreme DA,US,Yield,RuleBasedY
2022-week_01,AD07HSQKG8,Extreme DA,US,Yield,DNNY
2022-week_01,AD0798C9PR,Extreme DA,US,Yield,XGBY
2022-week_01,AD07SK8JFL,Extreme DA,US,Yield,BooksY
2022-week_01,AD08Z8S7NG,Extreme DA,US,Yield,RNNY
2022-week_01,AD078CXJXJ,Extreme DA,US,Yield,RNNY
2022-week_01,AD088969T8,Extreme DA,US,Yield,DNNY
2022-week_01,AD098SVXRN,Extreme DA,US,Yield,DNNY
2022-week_01,AD08GDD7XA,Fancy,US,Qality,XGBQ
2022-week_01,AD07ZPFHPS,Extreme DA,US,Yield,DNNY
2022-week_01,AD079T7QYS,Extreme DA,US,Yield,RNNY
2022-week_01,AD08P8Q66R,Extreme DA,US,Yield,XGBY
2022-week_01,AD08P8Q66R,Extreme DA,US,Yield,XGBY
2022-week_01,AD00888SGZ,Fancy,US,Qality,DNNQ
2022-week_01,AD00888SGZ,Tab Solutions,US,Qality,DNNQ
2022-week_01,AD00888SGZ,Fancy,US,Qality,DNNQ
2022-week_01,AD0889PHW8,iDreamsky Technology,US,Qality,DNNQ
2022-week_01,AD098FG8GZ,Extreme DA,US,Yield,RuleBasedY
2022-week_01,AD07QZD8SF,Extreme DA,US,Yield,XGBY
2022-week_01,AD07D8ZKTP,Extreme DA,US,Yield,BooksY
2022-week_01,AD08KVXPN8,Extreme DA,US,Yield,DNNY
2022-week_01,AD07DH8ZJZ,Tab Solutions,US,Qality,XGBQ
2022-week_01,AD098MPS6D,Extreme DA,US,Yield,RuleBasedY
2022-week_01,AD0878ZOOT,Extreme DA,US,Yield,RNNY
2022-week_01,AD008HTJ99,Tab Solutions,US,Qality,UserPopQ
2022-week_01,AD08888770,Extreme DA,US,Yield,BooksY
2022-week_01,AD098GJL8Q,Extreme DA,US,Yield,DNNY
2022-week_01,AD08NXCFKF,Extreme DA,US,Yield,DNNY
2022-week_01,AD07RVMXFR,Extreme DA,US,Yield,UserPopY
2022-week_01,AD09888JDM,Extreme DA,US,Yield,RuleBasedY
2022-week_01,AD07TKP89G,Extreme DA,US,Yield,UserPopY
2022-week_01,AD07S868K6,Extreme DA,US,Yield,RNNY
2022-week_01,AD07XR7Y8R,Extreme DA,US,Yield,DNNY
2022-week_01,AD077H8ZTC,Extreme DA,US,Yield,DNNY
2022-week_01,AD099RPW89,Extreme DA,US,Yield,DNNY
2022-week_01,AD00G8DDC8,Mission Street Manufacturing,US,Qality,DNNQ
2022-week_01,AD08SHWTH9,Extreme DA,US,Yield,RuleBasedY
2022-week_01,AD0988K8S7,Extreme DA,US,Yield,DNNY
2022-week_01,AD080MIN9A,Extreme DA,US,Yield,UserPopY
2022-week_01,AD08WKL8L8,Extreme DA,US,Yield,RNNY
2022-week_01,AD08898F6Y,Fancy,US,Qality,RNNQ
2022-week_01,AD08MZXXJH,Extreme DA,US,Yield,DNNY
