week_id,ad_id,requester,region,recommendation_type,rec_provider
2022-week_02,AD00J8EI9H,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD09FPQXCT,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD09JLF8JX,RelayFoods,GB,Qality,UserPopQ
2022-week_02,AD07CWRCYV,RelayFoods,GB,Qality,UserPopQ
2022-week_02,AD00S89DEG,Fancy,GB,Qality,DNNQ
2022-week_02,AD008Q8X09,Search Million Culture,GB,Qality,XGBQ
2022-week_02,AD006WOKJW,Fancy,GB,Qality,ManualQ
2022-week_02,AD086N78T8,RelayFoods,GB,Qality,XGBQ
2022-week_02,AD0080FHVE,RelayFoods,GB,Qality,DNNQ
2022-week_02,AD086W8WPZ,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD07H8D8HS,MoJoe Brewing Company,GB,Yield,DNNY
2022-week_02,AD00TQSMV8,RelayFoods,GB,Qality,RNNQ
2022-week_02,AD08YNTC9R,RelayFoods,GB,Qality,RNNQ
2022-week_02,AD008CZQ8G,Search Million Culture,GB,Qality,XGBQ
2022-week_02,AD09CTXD8H,MoJoe Brewing Company,GB,Yield,DNNY
2022-week_02,AD09DPPW6Z,Search Million Culture,GB,Yield,RuleBasedY
2022-week_02,AD08TLM8CJ,RelayFoods,GB,Qality,DNNQ
2022-week_02,AD08JM7J,RelayFoods,GB,Qality,UserPopQ
2022-week_02,AD08F8LRHO,LocalVox Media,GB,Yield,UserPopY
2022-week_02,AD078XND88,MoJoe Brewing Company,GB,Yield,UserPopY
2022-week_02,AD000JTIX8,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD07RTYJLY,RelayFoods,GB,Qality,RNNQ
2022-week_02,AD096MLG6W,Search Million Culture,GB,Qality,XGBQ
2022-week_02,AD07DYML8C,RelayFoods,GB,Qality,DNNQ
2022-week_02,AD09L6DC88,Fry Multimedia,GB,Qality,DNNQ
2022-week_02,AD09888JY8,Fry Multimedia,GB,Qality,XGBQ
2022-week_02,AD077GZJ7J,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD097JZ9FP,Search Million Culture,GB,Qality,XGBQ
2022-week_02,AD07PWHP87,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD008J87UM,Fancy,GB,Qality,DNNQ
2022-week_02,AD08IET87E,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD096MLT8F,MoJoe Brewing Company,GB,Yield,DNNY
2022-week_02,AD00H9IRWS,Search Million Culture,GB,Qality,XGBQ
2022-week_02,AD00TFCRYI,RelayFoods,GB,Qality,RNNQ
2022-week_02,AD08PF9JJS,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD07QKWL7Y,G-mode,GB,Qality,DNNQ
2022-week_02,AD08IEOP6X,Search Million Culture,GB,Qality,RNNQ
2022-week_02,AD088ZE8AD,Fancy,GB,Qality,DNNQ
2022-week_02,AD08WYX8CJ,MoJoe Brewing Company,GB,Yield,DNNY
2022-week_02,AD00S8C9P0,Fancy,GB,Qality,DNNQ
2022-week_02,AD08888898,Search Million Culture,GB,Qality,UserPopQ
2022-week_02,AD08LZCSVL,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD008OQYAC,Fancy,GB,Qality,ManualQ
2022-week_02,AD00EY8GUY,RelayFoods,GB,Qality,RNNQ
2022-week_02,AD00Z888CA,RelayFoods,GB,Qality,DNNQ
2022-week_02,AD088PZLWG,Search Million Culture,GB,Qality,DNNQ
2022-week_02,AD07WZDYX8,RelayFoods,GB,Qality,XGBQ
2022-week_02,AD008MJX89,RelayFoods,GB,Qality,DNNQ
2022-week_02,AD088NH9JT,Search Million Culture,GB,Qality,XGBQ
2022-week_02,AD07QMJW6W,Search Million Culture,GB,Qality,ManualQ
2022-week_02,AD07TZG8KQ,Search Million Culture,GB,Qality,DNNQ
