week_id,ad_id,requester,region,recommendation_type,rec_provider
2022-week_04,AD00FZPG8Y,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD07DH8ZJZ,Tab Solutions,US,Qality,UserPopQ
2022-week_04,AD000MFN8G,Extreme DA,US,Yield,DNNY
2022-week_04,AD089N88KY,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD08GY8NHF,Extreme DA,US,Yield,DNNY
2022-week_04,AD08X7JSCH,Extreme DA,US,Yield,DNNY
2022-week_04,AD08PSRQSW,Extreme DA,US,Yield,UserPopY
2022-week_04,AD08P88Q9W,Fancy,US,Qality,DNNQ
2022-week_04,AD07VN8TQY,Extreme DA,US,Yield,DNNY
2022-week_04,AD07YYQD8,Fancy,US,Qality,DNNQ
2022-week_04,AD097D8WJ8,Extreme DA,US,Yield,RNNY
2022-week_04,AD08XZNCHH,Search Million Culture,US,Qality,DNNQ
2022-week_04,AD07JMVRG8,Extreme DA,US,Yield,XGBY
2022-week_04,AD000COP7Q,Extreme DA,US,Yield,UserPopY
2022-week_04,AD08YDWZ8C,Extreme DA,US,Yield,RNNY
2022-week_04,AD00M0FHCN,Fancy,US,Qality,ManualQ
2022-week_04,AD00KWT8JZ,Extreme DA,US,Yield,DNNY
2022-week_04,AD0888LP89,Search Million Culture,US,Qality,DNNQ
2022-week_04,AD00680886,Extreme DA,US,Yield,BooksY
2022-week_04,AD07TTKKPD,Extreme DA,US,Yield,RNNY
2022-week_04,AD09GYTWRD,Search Million Culture,US,Qality,UserPopQ
2022-week_04,AD000M7OWK,Fancy,US,Qality,XGBQ
2022-week_04,AD096MDLS8,Extreme DA,US,Yield,DNNY
2022-week_04,AD06XDN9ZV,Fancy,US,Qality,RNNQ
2022-week_04,AD0088R8A0,Extreme DA,US,Yield,UserPopY
2022-week_04,AD078XH88G,Extreme DA,US,Yield,DNNY
2022-week_04,AD098KDSR6,Extreme DA,US,Yield,DNNY
2022-week_04,AD087WXY8S,Extreme DA,US,Yield,RNNY
2022-week_04,AD08CMHL8R,Extreme DA,US,Yield,DNNY
2022-week_04,AD07Z7HGH9,Extreme DA,US,Yield,RNNY
2022-week_04,AD06XJ8S8H,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD08SQRYG8,Extreme DA,US,Yield,DNNY
2022-week_04,AD07WHZ8VH,MoJoe Brewing Company,US,Yield,UserPopY
2022-week_04,AD07ZS87NK,Sensor Tower,US,Yield,RNNY
2022-week_04,AD09FMZ7MK,Search Million Culture,US,Qality,DNNQ
2022-week_04,AD00YVDP6L,Fancy,US,Qality,XGBQ
2022-week_04,AD00G70OX0,Fancy,US,Qality,DNNQ
2022-week_04,AD088QJZRG,Extreme DA,US,Yield,RNNY
2022-week_04,AD0088QQVI,Fancy,US,Qality,RNNQ
2022-week_04,AD08N8087C,Search Million Culture,US,Qality,ManualQ
2022-week_04,AD08PYW8ZQ,MoJoe Brewing Company,US,Yield,RNNY
2022-week_04,AD0788QZF8,Extreme DA,US,Yield,DNNY
2022-week_04,AD88808009,Search Million Culture,US,Qality,BooksQ
2022-week_04,AD08X88SNG,Fancy,US,Qality,DNNQ
2022-week_04,AD08X88SNG,Search Million Culture,US,Qality,DNNQ
2022-week_04,AD098DNLKL,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD008YUW7A,Fancy,US,Qality,DNNQ
2022-week_04,AD088HCZ7W,Extreme DA,US,Yield,DNNY
2022-week_04,AD008HLXOP,Extreme DA,US,Yield,RNNY
2022-week_04,AD008VFDLN,Extreme DA,US,Yield,DNNY
2022-week_04,AD098F8Z8R,Extreme DA,US,Yield,DNNY
2022-week_04,AD08WLFCD6,Fancy,US,Qality,DNNQ
2022-week_04,AD089OO080,Extreme DA,US,Yield,DNNY
2022-week_04,AD08LD7S89,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD08F8N88K,Extreme DA,US,Yield,DNNY
2022-week_04,AD008HGWGV,Extreme DA,US,Yield,UserPopY
2022-week_04,AD098PFV9D,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD08FFL88V,Search Million Culture,US,Qality,DNNQ
2022-week_04,AD07TZPR8D,Extreme DA,US,Yield,DNNY
2022-week_04,AD08MG8JF0,Tab Solutions,US,Qality,ManualQ
2022-week_04,AD087JDJC7,Extreme DA,US,Yield,DNNY
2022-week_04,AD08V8PFRG,Fancy,US,Qality,RNNQ
2022-week_04,AD00KO778H,Fancy,US,Qality,DNNQ
2022-week_04,AD08QGFMZV,Extreme DA,US,Yield,UserPopY
2022-week_04,AD086FGJV8,Sensor Tower,US,Qality,RNNQ
2022-week_04,AD07R78P8T,MoJoe Brewing Company,US,Yield,DNNY
2022-week_04,AD07788RVD,Extreme DA,US,Yield,DNNY
2022-week_04,AD08KGGHNV,Extreme DA,US,Yield,DNNY
2022-week_04,AD07DLTXNV,Extreme DA,US,Yield,DNNY
2022-week_04,AD00SNM8US,Fancy,US,Qality,ManualQ
2022-week_04,AD008VIY96,Extreme DA,US,Yield,RNNY
2022-week_04,AD07RJZLZN,Fancy,US,Qality,XGBQ
2022-week_04,AD098FSC7F,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD08N9TNZE,Fancy,US,Qality,DNNQ
2022-week_04,AD0860NONO,Extreme DA,US,Yield,RNNY
2022-week_04,AD0898RHW,Tab Solutions,US,Qality,RNNQ
2022-week_04,AD078KQVK6,Fancy,US,Qality,DNNQ
2022-week_04,AD07QWVS76,Extreme DA,US,Yield,DNNY
2022-week_04,AD00FYV8UL,iDreamsky Technology,US,Qality,RNNQ
2022-week_04,AD078S8TP8,Fancy,US,Qality,ManualQ
2022-week_04,AD08NH9I89,Extreme DA,US,Yield,DNNY
2022-week_04,AD09DPZDFJ,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD08888T7R,Extreme DA,US,Yield,DNNY
2022-week_04,AD07V9D8MY,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD08JUSNFR,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD098L8VK8,Extreme DA,US,Yield,DNNY
2022-week_04,AD07J8LRKN,Fancy,US,Qality,DNNQ
2022-week_04,AD08MVR8LG,Extreme DA,US,Yield,DNNY
2022-week_04,AD009HSNDI,Fancy,US,Qality,ManualQ
2022-week_04,AD08FMWDTD,Extreme DA,US,Yield,DNNY
2022-week_04,AD00RFUY6X,Extreme DA,US,Yield,RuleBasedY
2022-week_04,AD07F78GPK,iDreamsky Technology,US,Qality,DNNQ
2022-week_04,AD08N08APQ,Tab Solutions,US,Qality,RNNQ
2022-week_04,AD08N08APQ,Fancy,US,Qality,RNNQ
2022-week_04,AD08N08APQ,Fancy,US,Qality,RNNQ
2022-week_04,AD07NZPRD9,Extreme DA,US,Yield,DNNY
2022-week_04,AD07W7M9DJ,Search Million Culture,US,Qality,RNNQ
2022-week_04,AD07H8VJ88,Extreme DA,US,Yield,UserPopY
2022-week_04,AD08L7J888,Extreme DA,US,Yield,DNNY
2022-week_04,AD09D88PC8,Search Million Culture,US,Qality,DNNQ
2022-week_04,AD07NSSCCL,Extreme DA,US,Yield,RNNY
