week_id,ad_id,requester,region,recommendation_type,rec_provider
2021-week_41,AD08GL8STT,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD088888H9,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD07YFWVRC,Allthetopbananas.com,IN,Qality,UserPopQ
2021-week_41,AD00HZL0NV,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD08SK88HH,Search Million Culture,IN,Yield,RuleBasedY
2021-week_41,AD07TFKLXV,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD07ZV8PCJ,Search Million Culture,IN,Yield,RuleBasedY
2021-week_41,AD00N8S9G8,Search Million Culture,IN,Yield,UserPopY
2021-week_41,AD07WF6D88,Fry Multimedia,IN,Qality,UserPopQ
2021-week_41,AD00XKXQPM,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD00KNQYRY,RelayFoods,IN,Qality,UserPopQ
2021-week_41,AD098NS6PV,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD08YYRDCD,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD08QPQ88R,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD07QMN8QQ,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD07NWNMCS,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD08XZP8WD,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD08MCWMRQ,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD098HVTPZ,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD0889X9L8,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD096VDG9Q,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD09CTZK8V,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD09CTZK8V,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD09CTZK8V,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD09CTZK8V,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD09CTZK8V,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD09CTZK8V,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD09CTZK8V,LocalVox Media,IN,Yield,UserPopY
2021-week_41,AD08IVCUNO,Search Million Culture,IN,Qality,ManualQ
2021-week_41,AD07WCPWV8,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD08HLTF88,Fry Multimedia,IN,Qality,ManualQ
2021-week_41,AD088MDMW8,Puentes Company,IN,Yield,ManualQ
2021-week_41,AD07Q88ZT6,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD0868Z98G,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD088SMNNL,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD0889HRR,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD096KZ88K,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD096KZ88K,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD096KZ88K,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD07NJTFVZ,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD00LRHART,MoJoe Brewing Company,IN,Yield,UserPopY
2021-week_41,AD07888XXJ,Search Million Culture,IN,Qality,ManualQ
2021-week_41,AD09F9XCQV,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD00PXJWJJ,Search Million Culture,IN,Qality,ManualQ
2021-week_41,AD089MTR9J,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD07VRC8YH,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD08P89M6N,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD07CTNFZ,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD09ZY88ZC,Puentes Company,IN,Yield,RuleBasedY
2021-week_41,AD09G6HMV6,Search Million Culture,IN,Yield,RuleBasedY
2021-week_41,AD006Q8KZQ,Modanisa,IN,Yield,RuleBasedY
2021-week_41,AD08CMRZ6W,Puentes Company,IN,Yield,RuleBasedY
2021-week_41,AD088QZRX7,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD09CS9N86,Puentes Company,IN,Yield,RuleBasedY
2021-week_41,AD08888QWF,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD08888QWF,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD0986D6P8,RelayFoods,IN,Qality,UserPopQ
2021-week_41,AD09DD9SX9,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD07HLC8PW,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD09G9ZPV8,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD08L8WD9D,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD08KPFY78,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD08XNT7RV,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD00H8H08Q,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD008H6NG9,Modanisa,IN,Yield,RuleBasedY
2021-week_41,AD07PFFMP9,MoJoe Brewing Company,IN,Yield,ManualQ
2021-week_41,AD07PFFMP9,MoJoe Brewing Company,IN,Yield,ManualQ
2021-week_41,AD07PFFMP9,Puentes Company,IN,Yield,ManualQ
2021-week_41,AD07PFFMP9,Puentes Company,IN,Yield,ManualQ
2021-week_41,AD07PFFMP9,Bizanga,IN,Yield,ManualQ
2021-week_41,AD07PFFMP9,Puentes Company,IN,Yield,ManualQ
2021-week_41,AD07PFFMP9,Puentes Company,IN,Yield,ManualQ
2021-week_41,AD07PFFMP9,Puentes Company,IN,Yield,ManualQ
2021-week_41,AD07PFFMP9,Puentes Company,IN,Yield,ManualQ
2021-week_41,AD07PFFMP9,Puentes Company,IN,Yield,ManualQ
2021-week_41,AD009WG8CC,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD089MTJVL,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD08NF6GM,MoJoe Brewing Company,IN,Yield,UserPopY
2021-week_41,AD07S8K8VL,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD00PFG8NI,"OpenDesks, Inc.",IN,Yield,ManualQ
2021-week_41,AD088MV8VT,MoJoe Brewing Company,IN,Yield,RuleBasedY
2021-week_41,AD09G78DNR,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD008UWPCY,Modanisa,IN,Yield,RuleBasedY
2021-week_41,AD08YWY88X,Search Million Culture,IN,Yield,RuleBasedY
2021-week_41,AD07KPJNV7,RelayFoods,IN,Qality,UserPopQ
2021-week_41,AD0888D8KN,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD098F88QP,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD08XDHNKY,Puentes Company,IN,Yield,RuleBasedY
2021-week_41,AD00JZCJZ8,Modanisa,IN,Yield,RuleBasedY
2021-week_41,AD00JZCJZ8,Modanisa,IN,Yield,RuleBasedY
2021-week_41,AD00JZCJZ8,Modanisa,IN,Yield,RuleBasedY
2021-week_41,AD00JZCJZ8,Modanisa,IN,Yield,RuleBasedY
2021-week_41,AD00JZCJZ8,Modanisa,IN,Yield,RuleBasedY
2021-week_41,AD0887K6TS,Search Million Culture,IN,Yield,RuleBasedY
2021-week_41,AD08T88HSD,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD08IM6FW8,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD098SWYF6,G-mode,IN,Yield,UserPopY
2021-week_41,AD077MXDNP,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD097P8H7C,Puentes Company,IN,Yield,RuleBasedY
2021-week_41,AD08PPDQYG,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD09FGNT8R,Puentes Company,IN,Yield,RuleBasedY
2021-week_41,AD09FZMVT8,Puentes Company,IN,Yield,RuleBasedY
2021-week_41,AD08FSYQ08,iDreamsky Technology,IN,Qality,ManualQ
2021-week_41,AD08L87K8K,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD08HRZ9QP,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD08R6NFZ6,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD08R6NFZ6,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD07SKQ88K,Search Million Culture,IN,Yield,UserPopY
2021-week_41,AD08LYU8ZF,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD08FLDLL8,Puentes Company,IN,Qality,UserPopQ
2021-week_41,AD07DM8D6J,Search Million Culture,IN,Yield,UserPopY
2021-week_41,AD07PZWWJK,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD07PZWWJK,Puentes Company,IN,Yield,UserPopY
2021-week_41,AD088NQJM9,Search Million Culture,IN,Qality,UserPopQ
2021-week_41,AD08HTVR8C,Puentes Company,IN,Yield,RuleBasedY
2021-week_41,AD08XGDN8T,iDreamsky Technology,IN,Qality,ManualQ
2021-week_41,AD08XGDN8T,Search Million Culture,IN,Qality,ManualQ
2021-week_41,AD08XGDN8T,G-mode,IN,Qality,ManualQ
2021-week_41,AD07WDKLZP,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD07WDKLZP,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD07WDKLZP,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD07WDKLZP,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD07WDKLZP,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD07WDKLZP,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD07WDKLZP,iDreamsky Technology,IN,Qality,UserPopQ
2021-week_41,AD09VMV8SC,Puentes Company,IN,Yield,RuleBasedY
